Destination,Region,Country,Category,Latitude,Longitude,Approximate Annual Tourists,Currency,Majority Religion,Famous Foods,Language,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,GDP(billion euros),GDP per capita,Tourist_rank,Safty_Rank,Season,Tourism_Suitable_Percentage,Weather_Rank,Recommendation_Score,Avg_Rank,T1,S2,W3
Porto,Porto,Portugal,City,41.149631,-8.610975,2500000,Euro,Roman Catholic,"Francesinha, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Coastal city known for its wine cellars, historic center, and beautiful riverfront.",,39.178,22603,17,1,Summer,0.429800725,15,14,0.353180077,0.551724138,0,0.518518519
Porto,Porto,Portugal,City,41.149631,-8.610975,2500000,Euro,Roman Catholic,"Francesinha, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Coastal city known for its wine cellars, historic center, and beautiful riverfront.",,39.178,22603,17,1,Winter,0.933796296,6,23,0.243180077,0.551724138,0,0.185185185
Valencia,Valencian Community,Spain,City,39.472925,-0.378464,2500000,Euro,Roman Catholic,"Paella, Horchata, Churros",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A coastal city known for its City of Arts and Sciences complex, beautiful beaches, and delicious cuisine.","The birthplace of paella, with a mix of futuristic and historic architecture.",126.4,22289,17,3,Autumn,0.597527473,3,26,0.37151341,0.551724138,0.5,0.074074074
Valencia,Valencian Community,Spain,City,39.472925,-0.378464,2500000,Euro,Roman Catholic,"Paella, Horchata, Churros",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A coastal city known for its City of Arts and Sciences complex, beautiful beaches, and delicious cuisine.","The birthplace of paella, with a mix of futuristic and historic architecture.",126.4,22289,17,3,Spring,0.744112319,3,26,0.37151341,0.551724138,0.5,0.074074074
Valencia,Valencian Community,Spain,City,39.472925,-0.378464,2500000,Euro,Roman Catholic,"Paella, Horchata, Churros",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A coastal city known for its City of Arts and Sciences complex, beautiful beaches, and delicious cuisine.","The birthplace of paella, with a mix of futuristic and historic architecture.",126.4,22289,17,3,Summer,0.636775362,4,25,0.383735632,0.551724138,0.5,0.111111111
Valencia,Valencian Community,Spain,City,39.472925,-0.378464,2500000,Euro,Roman Catholic,"Paella, Horchata, Churros",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A coastal city known for its City of Arts and Sciences complex, beautiful beaches, and delicious cuisine.","The birthplace of paella, with a mix of futuristic and historic architecture.",126.4,22289,17,3,Winter,0.951851852,4,25,0.383735632,0.551724138,0.5,0.111111111
Manchester,England,United Kingdom,City,53.480958,-2.241509,2000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its football teams, music scene, and industrial heritage.","A major city known for its football teams, music scene, and industrial heritage.",99.714,34246,18,1,Autumn,0.47481685,15,14,0.364559387,0.586206897,0,0.518518519
Manchester,England,United Kingdom,City,53.480958,-2.241509,2000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its football teams, music scene, and industrial heritage.","A major city known for its football teams, music scene, and industrial heritage.",99.714,34246,18,1,Spring,0.341485507,18,11,0.401226054,0.586206897,0,0.62962963
Manchester,England,United Kingdom,City,53.480958,-2.241509,2000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its football teams, music scene, and industrial heritage.","A major city known for its football teams, music scene, and industrial heritage.",99.714,34246,18,1,Summer,0.145380435,25,4,0.486781609,0.586206897,0,0.888888889
Manchester,England,United Kingdom,City,53.480958,-2.241509,2000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its football teams, music scene, and industrial heritage.","A major city known for its football teams, music scene, and industrial heritage.",99.714,34246,18,1,Winter,0.934259259,5,24,0.242337165,0.586206897,0,0.148148148
Heidelberg,Baden-Württemberg,Germany,City,49.405154,8.691038,2000000,Euro,Protestant,"Käsespätzle, Maultaschen, Zwiebelrostbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,A picturesque city known for Heidelberg Castle and its charming Old Town.,"A romantic riverside city with a famous university, captivating castle, and cobblestone streets.",9.352,58819,18,1,Autumn,0.475274725,14,15,0.352337165,0.586206897,0,0.481481481
Heidelberg,Baden-Württemberg,Germany,City,49.405154,8.691038,2000000,Euro,Protestant,"Käsespätzle, Maultaschen, Zwiebelrostbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,A picturesque city known for Heidelberg Castle and its charming Old Town.,"A romantic riverside city with a famous university, captivating castle, and cobblestone streets.",9.352,58819,18,1,Spring,0.381793478,15,14,0.364559387,0.586206897,0,0.518518519
Heidelberg,Baden-Württemberg,Germany,City,49.405154,8.691038,2000000,Euro,Protestant,"Käsespätzle, Maultaschen, Zwiebelrostbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,A picturesque city known for Heidelberg Castle and its charming Old Town.,"A romantic riverside city with a famous university, captivating castle, and cobblestone streets.",9.352,58819,18,1,Summer,0.441123188,13,16,0.340114943,0.586206897,0,0.444444444
Heidelberg,Baden-Württemberg,Germany,City,49.405154,8.691038,2000000,Euro,Protestant,"Käsespätzle, Maultaschen, Zwiebelrostbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,A picturesque city known for Heidelberg Castle and its charming Old Town.,"A romantic riverside city with a famous university, captivating castle, and cobblestone streets.",9.352,58819,18,1,Winter,0.706481481,12,17,0.32789272,0.586206897,0,0.407407407
Lyon,Auvergne-Rhône-Alpes,France,City,45.764048,4.835656,2000000,Euro,Roman Catholic,"Quiche Lorraine, Lyonnaise salad, Canelé",French,Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","A culinary capital with renowned restaurants, historic architecture, and the confluence of two rivers.","Famous for its gastronomy, vibrant old town, and Renaissance architecture.",451.955,55278,18,3,Autumn,0.571428571,7,22,0.431781609,0.586206897,0.5,0.222222222
Lyon,Auvergne-Rhône-Alpes,France,City,45.764048,4.835656,2000000,Euro,Roman Catholic,"Quiche Lorraine, Lyonnaise salad, Canelé",French,Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","A culinary capital with renowned restaurants, historic architecture, and the confluence of two rivers.","Famous for its gastronomy, vibrant old town, and Renaissance architecture.",451.955,55278,18,3,Spring,0.49365942,9,20,0.456226054,0.586206897,0.5,0.296296296
Lyon,Auvergne-Rhône-Alpes,France,City,45.764048,4.835656,2000000,Euro,Roman Catholic,"Quiche Lorraine, Lyonnaise salad, Canelé",French,Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","A culinary capital with renowned restaurants, historic architecture, and the confluence of two rivers.","Famous for its gastronomy, vibrant old town, and Renaissance architecture.",451.955,55278,18,3,Summer,0.457880435,12,17,0.49289272,0.586206897,0.5,0.407407407
Lyon,Auvergne-Rhône-Alpes,France,City,45.764048,4.835656,2000000,Euro,Roman Catholic,"Quiche Lorraine, Lyonnaise salad, Canelé",French,Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","A culinary capital with renowned restaurants, historic architecture, and the confluence of two rivers.","Famous for its gastronomy, vibrant old town, and Renaissance architecture.",451.955,55278,18,3,Winter,0.90462963,7,22,0.431781609,0.586206897,0.5,0.222222222
Innsbruck,Tyrol,Austria,City,47.269219,11.397277,2000000,Euro,Roman Catholic,"Tiroler Gröstl, Kaiserschmarrn, Speck",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,"A picturesque city in the Alps, known for skiing, hiking, and historic landmarks.","A gateway to the Austrian Alps, Innsbruck offers both historical charm and outdoor adventure.",34.593,45400,18,1,Autumn,0.39010989,22,7,0.450114943,0.586206897,0,0.777777778
Innsbruck,Tyrol,Austria,City,47.269219,11.397277,2000000,Euro,Roman Catholic,"Tiroler Gröstl, Kaiserschmarrn, Speck",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,"A picturesque city in the Alps, known for skiing, hiking, and historic landmarks.","A gateway to the Austrian Alps, Innsbruck offers both historical charm and outdoor adventure.",34.593,45400,18,1,Spring,0.315217391,21,8,0.43789272,0.586206897,0,0.740740741
Innsbruck,Tyrol,Austria,City,47.269219,11.397277,2000000,Euro,Roman Catholic,"Tiroler Gröstl, Kaiserschmarrn, Speck",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,"A picturesque city in the Alps, known for skiing, hiking, and historic landmarks.","A gateway to the Austrian Alps, Innsbruck offers both historical charm and outdoor adventure.",34.593,45400,18,1,Summer,0.4375,14,15,0.352337165,0.586206897,0,0.481481481
Innsbruck,Tyrol,Austria,City,47.269219,11.397277,2000000,Euro,Roman Catholic,"Tiroler Gröstl, Kaiserschmarrn, Speck",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,"A picturesque city in the Alps, known for skiing, hiking, and historic landmarks.","A gateway to the Austrian Alps, Innsbruck offers both historical charm and outdoor adventure.",34.593,45400,18,1,Winter,0.428240741,23,6,0.462337165,0.586206897,0,0.814814815
Leuven,Flemish Brabant,Belgium,City,50.872166,4.686716,2000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A university city known for its historic center, breweries, and student life.",Leuven is home to one of the oldest universities in Europe and is known for its lively atmosphere.,51.731,39800,18,1,Autumn,0.529761905,9,20,0.291226054,0.586206897,0,0.296296296
Leuven,Flemish Brabant,Belgium,City,50.872166,4.686716,2000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A university city known for its historic center, breweries, and student life.",Leuven is home to one of the oldest universities in Europe and is known for its lively atmosphere.,51.731,39800,18,1,Spring,0.436594203,10,19,0.303448276,0.586206897,0,0.333333333
Leuven,Flemish Brabant,Belgium,City,50.872166,4.686716,2000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A university city known for its historic center, breweries, and student life.",Leuven is home to one of the oldest universities in Europe and is known for its lively atmosphere.,51.731,39800,18,1,Summer,0.38134058,17,12,0.389003832,0.586206897,0,0.592592593
Leuven,Flemish Brabant,Belgium,City,50.872166,4.686716,2000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A university city known for its historic center, breweries, and student life.",Leuven is home to one of the oldest universities in Europe and is known for its lively atmosphere.,51.731,39800,18,1,Winter,0.846759259,10,19,0.303448276,0.586206897,0,0.333333333
Málaga,Andalusia,Spain,City,36.720161,-4.421234,2000000,Euro,Roman Catholic,"Tapas, Gazpacho, Espetos",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A coastal city known for its beautiful beaches, historic center, and Picasso Museum.","Birthplace of Picasso, featuring stunning beaches and a lively port.",180.2,19107,18,3,Autumn,0.597527473,3,26,0.38289272,0.586206897,0.5,0.074074074
Málaga,Andalusia,Spain,City,36.720161,-4.421234,2000000,Euro,Roman Catholic,"Tapas, Gazpacho, Espetos",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A coastal city known for its beautiful beaches, historic center, and Picasso Museum.","Birthplace of Picasso, featuring stunning beaches and a lively port.",180.2,19107,18,3,Spring,0.744112319,3,26,0.38289272,0.586206897,0.5,0.074074074
Málaga,Andalusia,Spain,City,36.720161,-4.421234,2000000,Euro,Roman Catholic,"Tapas, Gazpacho, Espetos",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A coastal city known for its beautiful beaches, historic center, and Picasso Museum.","Birthplace of Picasso, featuring stunning beaches and a lively port.",180.2,19107,18,3,Summer,0.636775362,4,25,0.395114943,0.586206897,0.5,0.111111111
Málaga,Andalusia,Spain,City,36.720161,-4.421234,2000000,Euro,Roman Catholic,"Tapas, Gazpacho, Espetos",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A coastal city known for its beautiful beaches, historic center, and Picasso Museum.","Birthplace of Picasso, featuring stunning beaches and a lively port.",180.2,19107,18,3,Winter,0.951851852,4,25,0.395114943,0.586206897,0.5,0.111111111
Santorini,South Aegean,Greece,Island,36.423967,25.444106,2000000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"Famous for whitewashed buildings, blue-domed churches, and sunsets.",,6.737,20587,18,1,Autumn,0.578754579,5,24,0.242337165,0.586206897,0,0.148148148
Santorini,South Aegean,Greece,Island,36.423967,25.444106,2000000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"Famous for whitewashed buildings, blue-domed churches, and sunsets.",,6.737,20587,18,1,Spring,0.793931159,2,27,0.205670498,0.586206897,0,0.037037037
Santorini,South Aegean,Greece,Island,36.423967,25.444106,2000000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"Famous for whitewashed buildings, blue-domed churches, and sunsets.",,6.737,20587,18,1,Summer,0.730525362,2,27,0.205670498,0.586206897,0,0.037037037
Santorini,South Aegean,Greece,Island,36.423967,25.444106,2000000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"Famous for whitewashed buildings, blue-domed churches, and sunsets.",,6.737,20587,18,1,Winter,0.970833333,3,26,0.21789272,0.586206897,0,0.074074074
Mykonos,South Aegean,Greece,Island,37.426508,25.278709,2000000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"Known for beaches, nightlife, and luxury resorts.",,,,18,1,Autumn,0.578754579,5,24,0.242337165,0.586206897,0,0.148148148
Mykonos,South Aegean,Greece,Island,37.426508,25.278709,2000000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"Known for beaches, nightlife, and luxury resorts.",,,,18,1,Spring,0.793931159,2,27,0.205670498,0.586206897,0,0.037037037
Mykonos,South Aegean,Greece,Island,37.426508,25.278709,2000000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"Known for beaches, nightlife, and luxury resorts.",,,,18,1,Summer,0.730525362,2,27,0.205670498,0.586206897,0,0.037037037
Mykonos,South Aegean,Greece,Island,37.426508,25.278709,2000000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"Known for beaches, nightlife, and luxury resorts.",,,,18,1,Winter,0.970833333,3,26,0.21789272,0.586206897,0,0.074074074
